,Unnamed: 0,User ID,Trump,Biden,Democratic,Republican,Label
8068,8068,702384174,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8069,8069,227261445,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8070,8070,1620936900,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8071,8071,375194353,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8072,8072,38903587,Swing,Like,Non-mentioned,Dislike,Neutral
8073,8073,1216115456194633734,Swing,Swing,Non-mentioned,Like,Neutral
8074,8074,24795776,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8075,8075,87416722,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8076,8076,889885961265573888,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8077,8077,759780297760120832,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8078,8078,1223009216006324224,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8079,8079,1073937425871892482,Swing,Like,Dislike,Non-mentioned,Neutral
8080,8080,1617684848,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8081,8081,876875468,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8082,8082,339223177,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8083,8083,191583005,Swing,Dislike,Non-mentioned,Dislike,Neutral
8084,8084,152381862,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8085,8085,29942600,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8086,8086,14839184,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8087,8087,20566499,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8088,8088,585794996,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8089,8089,751628929,Swing,Swing,Non-mentioned,Dislike,Neutral
8090,8090,797123773308796928,Swing,Swing,Non-mentioned,Like,Neutral
8091,8091,752411996377739264,Swing,Dislike,Like,Non-mentioned,Neutral
8092,8092,1235952897818603520,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8093,8093,404130815,Swing,Swing,Non-mentioned,Dislike,Neutral
8094,8094,9141802,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8095,8095,17376893,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8096,8096,96664014,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8097,8097,322155812,Swing,Non-mentioned,Non-mentioned,Like,Neutral
8098,8098,93422987,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8099,8099,858816719908999169,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8100,8100,758211220306558976,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8101,8101,1222775431,Swing,Swing,Dislike,Like,Neutral
8102,8102,2319270278,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8103,8103,454436659,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8104,8104,17669448,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8105,8105,42362189,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8106,8106,236511574,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8107,8107,2781654258,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8108,8108,471132555,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8109,8109,356119179,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8110,8110,1267076749,Swing,Non-mentioned,Non-mentioned,Dislike,Neutral
8111,8111,123899299,Swing,Swing,Non-mentioned,Dislike,Neutral
8112,8112,1126213202365145088,Swing,Swing,Non-mentioned,Swing,Neutral
8113,8113,51462844,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8114,8114,751177734358007808,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8115,8115,1323317600,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8116,8116,969372458598875136,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8117,8117,294146466,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8118,8118,810953841617371144,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8119,8119,1078289344069357568,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8120,8120,1213302356114194432,Swing,Non-mentioned,Dislike,Non-mentioned,Neutral
8121,8121,94436727,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8122,8122,204055107,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8123,8123,1223023953427476480,Swing,Non-mentioned,Like,Like,Neutral
8124,8124,869758349272686593,Swing,Non-mentioned,Non-mentioned,Dislike,Neutral
8125,8125,65067286,Swing,Non-mentioned,Non-mentioned,Like,Neutral
8126,8126,24727038,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8127,8127,90825363,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8128,8128,409886625,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8129,8129,1034520810097205254,Swing,Swing,Like,Swing,Neutral
8130,8130,1064658476360712192,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8131,8131,946800855985950720,Swing,Non-mentioned,Non-mentioned,Like,Neutral
8132,8132,255615910,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8133,8133,1228399594666508288,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8134,8134,2677958995,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8135,8135,898816058,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8136,8136,1218571973090873345,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8137,8137,24971975,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8138,8138,34527870,Swing,Non-mentioned,Like,Like,Neutral
8139,8139,833805841069391875,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8140,8140,1241509307541155840,Swing,Swing,Swing,Like,Neutral
8141,8141,930836661382057984,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8142,8142,1049860880458866688,Swing,Swing,Like,Swing,Neutral
8143,8143,1350980060,Swing,Swing,Like,Non-mentioned,Neutral
8144,8144,1008656992964136960,Swing,Non-mentioned,Non-mentioned,Like,Neutral
8145,8145,4228569497,Swing,Like,Non-mentioned,Dislike,Neutral
8146,8146,3284743387,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8147,8147,19187800,Swing,Non-mentioned,Non-mentioned,Like,Neutral
8148,8148,222513345,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8149,8149,126889710,Swing,Non-mentioned,Like,Non-mentioned,Neutral
8150,8150,247159960,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8151,8151,1193959213,Swing,Non-mentioned,Like,Non-mentioned,Neutral
8152,8152,4379389032,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8153,8153,2362850690,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8154,8154,470561649,Swing,Like,Dislike,Non-mentioned,Neutral
8155,8155,294062704,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8156,8156,18117640,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8157,8157,1211916441768751104,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8158,8158,1217244472062496768,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8159,8159,1871452448,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8160,8160,246186918,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8161,8161,196988880,Swing,Swing,Dislike,Dislike,Neutral
8162,8162,885345859738750977,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8163,8163,37714344,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8164,8164,816162145096192000,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8165,8165,2286998941,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8166,8166,1211861573079158784,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8167,8167,262037597,Swing,Swing,Dislike,Non-mentioned,Neutral
8168,8168,2674705638,Swing,Non-mentioned,Non-mentioned,Like,Neutral
8169,8169,1026093318483140608,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8170,8170,365297285,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8171,8171,2161960268,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8172,8172,198880065,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8173,8173,1708491360,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8174,8174,278508042,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8175,8175,110654135,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8176,8176,1032370163834920960,Swing,Non-mentioned,Like,Non-mentioned,Neutral
8177,8177,2972339559,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8178,8178,1124323712780656640,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8179,8179,460582546,Swing,Non-mentioned,Non-mentioned,Like,Neutral
8180,8180,98739676,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8181,8181,2700264455,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8182,8182,930722458868600832,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8183,8183,2388702152,Swing,Swing,Dislike,Non-mentioned,Neutral
8184,8184,3127159134,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8185,8185,1218404702183800834,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8186,8186,1564546266,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8187,8187,1087483498741477377,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8188,8188,498964057,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8189,8189,943568829661237250,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8190,8190,842268974742179840,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8191,8191,1238883266117148672,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8192,8192,2881439202,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8193,8193,2274003175,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8194,8194,903413191,Swing,Non-mentioned,Non-mentioned,Dislike,Neutral
8195,8195,160218991,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8196,8196,2655726594,Swing,Swing,Non-mentioned,Like,Neutral
8197,8197,355246364,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8198,8198,14072306,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8199,8199,28144681,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8200,8200,1154024569675513858,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8201,8201,830782485755752448,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8202,8202,1051912189,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8203,8203,2528340683,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8204,8204,2268127006,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8205,8205,30758424,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8206,8206,31239245,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8207,8207,1103614650258784256,Swing,Swing,Dislike,Non-mentioned,Neutral
8208,8208,1089532216957267968,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8209,8209,2917227482,Swing,Non-mentioned,Dislike,Dislike,Neutral
8210,8210,245152974,Swing,Like,Dislike,Non-mentioned,Neutral
8211,8211,821693670147682307,Swing,Swing,Swing,Non-mentioned,Neutral
8212,8212,229548498,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8213,8213,338091923,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8214,8214,20707802,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8215,8215,50552206,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8216,8216,954954085840584704,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8217,8217,1201859644718768128,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8218,8218,752444933596852224,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8219,8219,792416568,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8220,8220,24973611,Swing,Swing,Non-mentioned,Dislike,Neutral
8221,8221,17995333,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8222,8222,891813059349671936,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8223,8223,16735106,Swing,Non-mentioned,Like,Dislike,Neutral
8224,8224,810809677,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8225,8225,940670854530322432,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8226,8226,152721251,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8227,8227,772544398701715456,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8228,8228,246418197,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8229,8229,1224930959239180288,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8230,8230,774599990,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8231,8231,1194107222986502145,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8232,8232,989161617232248833,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8233,8233,1145809640,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8234,8234,1201634659,Swing,Non-mentioned,Like,Non-mentioned,Neutral
8235,8235,1339885874,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8236,8236,52205738,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8237,8237,560909955,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8238,8238,975065965640773632,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8239,8239,1198595755734376450,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8240,8240,4775058070,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8241,8241,37443066,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8242,8242,2533453600,Swing,Non-mentioned,Dislike,Non-mentioned,Neutral
8243,8243,506382311,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8244,8244,777182218145771520,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8245,8245,881696155653988352,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8246,8246,16920858,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8247,8247,583337231,Swing,Swing,Non-mentioned,Dislike,Neutral
8248,8248,100982065,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8249,8249,113784429,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8250,8250,1120460802106982400,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8251,8251,2319888884,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8252,8252,1203129057237504007,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8253,8253,780992342,Swing,Non-mentioned,Like,Dislike,Neutral
8254,8254,894382475723632640,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8255,8255,754002851567927297,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8256,8256,83737220,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8257,8257,878050775754194944,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8258,8258,72258314,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8259,8259,985917061745520642,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8260,8260,18962674,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8261,8261,3240907120,Swing,Swing,Like,Swing,Neutral
8262,8262,1139444807837736960,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8263,8263,3371239617,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8264,8264,2323147605,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8265,8265,2422790952,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8266,8266,27363081,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8267,8267,233512739,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8268,8268,809299145760509954,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8269,8269,1157818209745154049,Swing,Non-mentioned,Dislike,Non-mentioned,Neutral
8270,8270,906209276837945345,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8271,8271,91543189,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8272,8272,546550650,Swing,Like,Dislike,Like,Neutral
8273,8273,3881958141,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8274,8274,218670317,Swing,Non-mentioned,Like,Non-mentioned,Neutral
8275,8275,385787509,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8276,8276,463258322,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8277,8277,926455765627482112,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8278,8278,2906954995,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8279,8279,937060194952941568,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8280,8280,1534232798,Swing,Like,Non-mentioned,Dislike,Neutral
8281,8281,962899025644085249,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8282,8282,1038262558132592641,Swing,Non-mentioned,Non-mentioned,Swing,Neutral
8283,8283,455015026,Swing,Non-mentioned,Dislike,Non-mentioned,Neutral
8284,8284,2247959851,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8285,8285,872718875078664192,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8286,8286,892116181422944259,Swing,Like,Dislike,Non-mentioned,Neutral
8287,8287,3072711836,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8288,8288,62418922,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8289,8289,798905855441797120,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8290,8290,1233972945946472448,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8291,8291,5462622,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8292,8292,526641040,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8293,8293,1209144820188487680,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8294,8294,1204082010479681536,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8295,8295,936156521863380992,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8296,8296,1231913322452140033,Swing,Non-mentioned,Non-mentioned,Dislike,Neutral
8297,8297,1089951087690502145,Swing,Dislike,Like,Dislike,Neutral
8298,8298,75578676,Swing,Swing,Non-mentioned,Like,Neutral
8299,8299,580912081,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8300,8300,11687302,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8301,8301,871353501867266048,Swing,Like,Non-mentioned,Like,Neutral
8302,8302,2268522555,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8303,8303,118255188,Swing,Like,Non-mentioned,Like,Neutral
8304,8304,952552957626798080,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8305,8305,348396292,Swing,Swing,Non-mentioned,Like,Neutral
8306,8306,823293361536847873,Swing,Non-mentioned,Dislike,Swing,Neutral
8307,8307,83532092,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8308,8308,1242471146995490822,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8309,8309,2899778378,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8310,8310,86142824,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8311,8311,123378750,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8312,8312,723741609200877568,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8313,8313,889366856,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8314,8314,1399175532,Swing,Non-mentioned,Non-mentioned,Dislike,Neutral
8315,8315,16248209,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8316,8316,1222503562892185600,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8317,8317,759774170536251392,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8318,8318,1238138065723502595,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8319,8319,732899745451155456,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8320,8320,55647330,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8321,8321,16599616,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8322,8322,19083189,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8323,8323,700475132,Swing,Like,Like,Non-mentioned,Neutral
8324,8324,79217378,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8325,8325,1023738641263329280,Swing,Non-mentioned,Non-mentioned,Like,Neutral
8326,8326,777831024189444096,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8327,8327,65448547,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8328,8328,18417901,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8329,8329,1950355033,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8330,8330,137221988,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8331,8331,190166738,Swing,Swing,Non-mentioned,Like,Neutral
8332,8332,200714882,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8333,8333,1087824780,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8334,8334,19194300,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8335,8335,889535953878036480,Swing,Dislike,Non-mentioned,Like,Neutral
8336,8336,393856211,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8337,8337,577558325,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8338,8338,1082427779583541248,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8339,8339,17849506,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8340,8340,15358653,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8341,8341,3359223323,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8342,8342,228437800,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8343,8343,79134363,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8344,8344,3244801,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8345,8345,1058386263852675078,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8346,8346,1243514500785020933,Swing,Non-mentioned,Non-mentioned,Dislike,Neutral
8347,8347,2893711931,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8348,8348,313504353,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8349,8349,935235688034746369,Swing,Non-mentioned,Dislike,Non-mentioned,Neutral
8350,8350,956151611440664578,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8351,8351,2414158898,Swing,Swing,Dislike,Non-mentioned,Neutral
8352,8352,59081700,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8353,8353,793853181239459840,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8354,8354,1319778630,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8355,8355,1149294972,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8356,8356,1030411507924914177,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8357,8357,21422283,Swing,Like,Dislike,Non-mentioned,Neutral
8358,8358,14511888,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8359,8359,50655319,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8360,8360,117443924,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8361,8361,1185080989191753729,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8362,8362,18912810,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8363,8363,819893347045228544,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8364,8364,2268993676,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8365,8365,1240432839008665600,Swing,Like,Like,Non-mentioned,Neutral
8366,8366,25917653,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8367,8367,1213002319924617218,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8368,8368,33818747,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8369,8369,38762834,Swing,Like,Non-mentioned,Swing,Neutral
8370,8370,99537750,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8371,8371,2485884661,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8372,8372,214419100,Swing,Dislike,Non-mentioned,Like,Neutral
8373,8373,932098455190716416,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8374,8374,1192934585946066945,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8375,8375,897213218325647360,Swing,Dislike,Like,Non-mentioned,Neutral
8376,8376,17142193,Swing,Non-mentioned,Like,Non-mentioned,Neutral
8377,8377,822504710678712320,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8378,8378,122163113,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8379,8379,107043916,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8380,8380,246460967,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8381,8381,1038923105832509441,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8382,8382,113097681,Swing,Swing,Non-mentioned,Dislike,Neutral
8383,8383,1360810237,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8384,8384,974302770051371008,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8385,8385,16189719,Swing,Dislike,Like,Like,Neutral
8386,8386,19069883,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8387,8387,27905976,Swing,Non-mentioned,Dislike,Non-mentioned,Neutral
8388,8388,1039416408,Swing,Swing,Non-mentioned,Non-mentioned,Neutral
8389,8389,106037384,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8390,8390,213748357,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8391,8391,16636428,Swing,Non-mentioned,Non-mentioned,Like,Neutral
8392,8392,1573249092,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8393,8393,17268126,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8394,8394,1221493250,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8395,8395,204010388,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8396,8396,3003471994,Swing,Swing,Non-mentioned,Like,Neutral
8397,8397,997124546552582146,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8398,8398,1237039780225060865,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8399,8399,200092476,Swing,Swing,Dislike,Non-mentioned,Neutral
8400,8400,748224565,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
8401,8401,2610394916,Swing,Like,Non-mentioned,Non-mentioned,Neutral
8402,8402,3186799682,Swing,Swing,Non-mentioned,Like,Neutral
8403,8403,908743702734102530,Swing,Dislike,Dislike,Non-mentioned,Neutral
8404,8404,30375259,Swing,Dislike,Non-mentioned,Non-mentioned,Neutral
8405,8405,889089739307044864,Swing,Non-mentioned,Non-mentioned,Non-mentioned,Neutral
